2,2011,100,68.9,,,,0.06,0,4.09,98.554214,1.0854649e+07,2.91,4850,,2.545406,4437.1426,105
2,2012,99.9,71.3,,,,0,0,4.68,100,1.0652809e+07,2.57,4360,,1.4172428,4247.63,105
2,2013,100,73.15,,,,0,0,6.89,100,1.3392774e+07,2.96,4440,,1.0020175,4413.062,105
2,2014,99.95,74.6,,,,0,0,4.68,100,1.1809461e+07,2.93,4820,,1.7744489,4578.6333,105
2,2015,99.98,76.2,,,,0,0,5.84,100,1.1824314e+07,2.69,4620,,2.2187264,3952.8025,105
2,2016,99.89,77.8,,,,0,0,7.7,100,1.3823748e+07,2.68,4480,,3.3149807,4124.055,105
2,2017,99.89,78.7,,,,0,0,4.48,100,12802.36,2.69,5140,,3.8022275,4531.0195,105
2,2018,100,79.8,,,,0,0,8.47,100,1.4609701e+07,2.57,5110,,4.0193596,5287.6636,105
2,2019,100,80.7,,,,0,0,5.17,100,1.1585555e+07,2.5,4830,,2.11342,5395.6597,105
2,2020,100,81.3,,,,0,0,5.31,100,1.1158003e+07,,,,-3.9553978,5246.2925,105
3,2000,98.9731,97.1,8.91,,0.43,23.84,0,0.05,0.20929259,9.746524e+06,4.18,80050,0.053235482,3.8,1765.0271,18
3,2001,98.96687,97.3,8.79,810000,0.43,24.96,0,0.07,0.2796644,9961.64,4.07,78650,0.065218486,3,1740.6067,18
3,2002,98.95306,97.8,8.68,310000,0.51,25.94,0,0.06,0.23076923,10180.35,4.12,82400,0.05167677,5.6,1781.8289,18
3,2003,98.93401,98,8.57,90000,0.47,27.54,0,0.26,0.93525183,1.0510461e+07,4.08,88190,0.228104,7.2,2103.3813,18
3,2004,98.91208,98.2,8.46,140000,0.44,29.14,0,0.25,0.8506295,1.0759022e+07,3.96,89490,0.2067869,4.3,2610.1853,18
3,2005,98.88961,98.5,8.34,160000,0.58,31.36,0,0.55,1.7235976,1.1113723e+07,3.9,94190,0.43411878,5.9,3113.095,18
3,2006,98.86901,98.7,7.42,,0.41,32.9,0,0.22,0.6642512,11341.98,4.1,99810,0.16327195,1.7,3478.71,18
3,2007,98.852936,98.8,7.3,,0.41,34.75,0,0.22,0.62911063,1.1759701e+07,4.21,102750,0.15990457,3.4,3950.513,18
3,2008,99.3,99,6.64,,0.3,37.55,0,0.28,0.74015325,1.2252297e+07,4.16,107750,0.1877543,2.4,4923.632,18
3,2009,98.845184,99.1,6.44,2190000,0.31,35.91,0,0.3,0.8285005,12753.12,4.48,112170,0.21278548,1.6,3883.271,18
3,2010,98.85893,99.2,7.02,400000,0.26,42.82,0,0.17,0.3954408,1.2243156e+07,4.42,114180,0.11513238,3.6,4480.786,18
3,2011,98.88803,99.3,6.89,0,0.18,47.67,0,0.5,1.0379905,1.2710541e+07,4.47,120790,0.2352599,2.9,5455.679,18
3,2012,98.76466,99.4,6.76,940000,0.18,53.36,0,0.62,1.1485735,1.3624909e+07,4.72,134930,0.22453195,3.4,5592.22,18
3,2013,99.002205,99.4,6.62,940000,0.13,55.99,0,0.33,0.5859375,1.4130735e+07,4.76,139020,0.064763196,2.8,5499.5874,18
3,2014,99.08701,99.5,6.78,940000,0.07,60.15,0,0.25,0.41390726,1.5108635e+07,5,147740,0.117502466,3.8,5493.0566,18
3,2015,99.18666,99.5,7.85,890000,0.06,64.46,0,0.22,0.34013605,1.5616311e+07,5.05,156270,0.096813366,3.7,4177.8896,18
3,2016,99.35025,99.6,11.88,160000,0.08,66.43,0,0.34,0.50921077,1.5295143e+07,4.85,154910,0.14580712,3.2,3946.4524,18
